beef,grape_juice,{'weight': 1}
beef,soy_sauce,{'weight': 1}
beef,olive_oil,{'weight': 2}
beef,chicken_broth,{'weight': 1}
beef,lard,{'weight': 1}
beef,turmeric,{'weight': 1}
beef,cumin,{'weight': 2}
beef,macaroni,{'weight': 4}
beef,basil,{'weight': 1}
cumin,chicken,{'weight': 1}
cumin,banana,{'weight': 2}
cumin,rice,{'weight': 2}
cumin,potato,{'weight': 3}
cumin,mung_bean,{'weight': 3}
cumin,pineapple,{'weight': 2}
cumin,butter,{'weight': 1}
cumin,orange_peel,{'weight': 2}
cumin,fenugreek,{'weight': 1}
cumin,tamarind,{'weight': 2}
cumin,parmesan_cheese,{'weight': 3}
cumin,corn,{'weight': 2}
cumin,porcini,{'weight': 2}
cumin,vanilla,{'weight': 2}
cumin,cream,{'weight': 1}
cumin,mushroom,{'weight': 2}
cumin,shiitake,{'weight': 2}
cumin,macadamia_nut,{'weight': 1}
banana,buttermilk,{'weight': 2}
banana,basil,{'weight': 1}
banana,turmeric,{'weight': 2}
banana,garlic,{'weight': 2}
banana,pumpkin,{'weight': 3}
banana,grape_juice,{'weight': 1}
banana,olive_oil,{'weight': 2}
banana,beef_broth,{'weight': 1}
cider,soy_sauce,{'weight': 1}
cider,black_pepper,{'weight': 3}
cider,cinnamon,{'weight': 2}
cider,nutmeg,{'weight': 3}
cider,olive_oil,{'weight': 2}
cider,parsley,{'weight': 2}
cider,tabasco_pepper,{'weight': 3}
cider,garlic,{'weight': 1}
cider,fenugreek,{'weight': 3}
cider,grape_juice,{'weight': 1}
cider,pumpkin,{'weight': 1}
cider,cilantro,{'weight': 2}
cider,orange_peel,{'weight': 1}
cider,buttermilk,{'weight': 2}
cider,beef_broth,{'weight': 1}
cider,pepper,{'weight': 3}
cider,cayenne,{'weight': 3}
cilantro,cabbage,{'weight': 1}
cilantro,cream,{'weight': 1}
cilantro,egg,{'weight': 3}
cilantro,shrimp,{'weight': 2}
cilantro,lard,{'weight': 1}
cilantro,corn,{'weight': 3}
cilantro,orange_peel,{'weight': 2}
cilantro,tamarind,{'weight': 4}
cilantro,thyme,{'weight': 2}
cilantro,basil,{'weight': 2}
cilantro,macadamia_nut,{'weight': 2}
cilantro,pineapple,{'weight': 3}
cilantro,leek,{'weight': 3}
cilantro,chicken_broth,{'weight': 1}
grape_juice,chicken,{'weight': 1}
grape_juice,parmesan_cheese,{'weight': 1}
grape_juice,shiitake,{'weight': 1}
grape_juice,butter,{'weight': 1}
grape_juice,onion,{'weight': 1}
grape_juice,mushroom,{'weight': 1}
grape_juice,vanilla,{'weight': 1}
grape_juice,rice,{'weight': 1}
grape_juice,apple,{'weight': 1}
grape_juice,cheese,{'weight': 1}
grape_juice,beef_broth,{'weight': 1}
grape_juice,vinegar,{'weight': 1}
grape_juice,porcini,{'weight': 1}
grape_juice,pineapple,{'weight': 1}
grape_juice,cream,{'weight': 1}
grape_juice,coconut,{'weight': 1}
pork,olive_oil,{'weight': 1}
pork,chicken_broth,{'weight': 1}
pork,lard,{'weight': 1}
pork,turmeric,{'weight': 1}
pork,pepper,{'weight': 1}
pork,tabasco_pepper,{'weight': 1}
pork,black_pepper,{'weight': 1}
pork,buttermilk,{'weight': 3}
pork,basil,{'weight': 1}
pork,cayenne,{'weight': 1}
parsley,ham,{'weight': 3}
parsley,garlic,{'weight': 2}
parsley,orange_peel,{'weight': 2}
parsley,macadamia_nut,{'weight': 3}
parsley,leek,{'weight': 3}
parsley,fenugreek,{'weight': 1}
parsley,buttermilk,{'weight': 1}
parsley,basil,{'weight': 1}
parsley,pumpkin,{'weight': 2}
parsley,coconut,{'weight': 1}
parsley,shrimp,{'weight': 3}
parsley,vinegar,{'weight': 2}
orange_peel,tamarind,{'weight': 3}
orange_peel,onion,{'weight': 1}
orange_peel,pumpkin,{'weight': 1}
orange_peel,celery,{'weight': 3}
orange_peel,vinegar,{'weight': 2}
orange_peel,fenugreek,{'weight': 1}
orange_peel,potato,{'weight': 2}
orange_peel,basil,{'weight': 2}
orange_peel,mung_bean,{'weight': 4}
orange_peel,ham,{'weight': 2}
orange_peel,thyme,{'weight': 1}
orange_peel,coriander,{'weight': 2}
orange_peel,black_pepper,{'weight': 1}
orange_peel,corn,{'weight': 2}
orange_peel,rice,{'weight': 2}
orange_peel,tabasco_pepper,{'weight': 2}
orange_peel,nutmeg,{'weight': 2}
orange_peel,leek,{'weight': 1}
orange_peel,cayenne,{'weight': 1}
orange_peel,coconut,{'weight': 1}
orange_peel,pepper,{'weight': 1}
orange_peel,turmeric,{'weight': 1}
orange_peel,cabbage,{'weight': 1}
potato,turmeric,{'weight': 2}
potato,beef_broth,{'weight': 1}
potato,olive_oil,{'weight': 1}
potato,basil,{'weight': 2}
potato,macaroni,{'weight': 4}
celery,basil,{'weight': 1}
celery,garlic,{'weight': 3}
celery,beef_broth,{'weight': 1}
macaroni,corn,{'weight': 4}
macaroni,ham,{'weight': 2}
macaroni,cheese,{'weight': 1}
macaroni,cream,{'weight': 1}
macaroni,parmesan_cheese,{'weight': 4}
egg,beef_broth,{'weight': 1}
egg,cinnamon,{'weight': 3}
egg,fenugreek,{'weight': 1}
egg,thyme,{'weight': 2}
egg,nutmeg,{'weight': 1}
egg,cane_molasses,{'weight': 1}
basil,rice,{'weight': 2}
basil,pineapple,{'weight': 3}
basil,cream,{'weight': 1}
basil,vanilla,{'weight': 3}
basil,tamarind,{'weight': 4}
basil,vinegar,{'weight': 1}
basil,thyme,{'weight': 3}
basil,corn,{'weight': 3}
basil,mung_bean,{'weight': 2}
basil,chicken,{'weight': 1}
basil,apple,{'weight': 3}
basil,butter,{'weight': 2}
basil,bay,{'weight': 1}
basil,shrimp,{'weight': 1}
basil,turmeric,{'weight': 2}
basil,cheese,{'weight': 2}
tabasco_pepper,tamarind,{'weight': 5}
tabasco_pepper,macadamia_nut,{'weight': 1}
tabasco_pepper,chicken,{'weight': 3}
tabasco_pepper,garlic,{'weight': 1}
tabasco_pepper,corn,{'weight': 3}
tabasco_pepper,bay,{'weight': 1}
tabasco_pepper,vinegar,{'weight': 2}
tabasco_pepper,ham,{'weight': 1}
tabasco_pepper,cream,{'weight': 2}
tabasco_pepper,coconut,{'weight': 1}
shrimp,soy_sauce,{'weight': 1}
shrimp,beef_broth,{'weight': 1}
shrimp,nutmeg,{'weight': 3}
beef_broth,rice,{'weight': 2}
beef_broth,shiitake,{'weight': 1}
beef_broth,cabbage,{'weight': 1}
beef_broth,mushroom,{'weight': 1}
beef_broth,buttermilk,{'weight': 1}
beef_broth,onion,{'weight': 2}
beef_broth,vinegar,{'weight': 1}
beef_broth,cream,{'weight': 1}
beef_broth,butter,{'weight': 1}
beef_broth,parmesan_cheese,{'weight': 1}
beef_broth,corn,{'weight': 1}
beef_broth,coconut,{'weight': 2}
beef_broth,chicken,{'weight': 1}
beef_broth,cheese,{'weight': 1}
beef_broth,pineapple,{'weight': 1}
beef_broth,vanilla,{'weight': 1}
beef_broth,porcini,{'weight': 1}
beef_broth,soy_sauce,{'weight': 1}
beef_broth,apple,{'weight': 1}
beef_broth,fenugreek,{'weight': 1}
coconut,pepper,{'weight': 1}
coconut,cinnamon,{'weight': 2}
coconut,black_pepper,{'weight': 1}
coconut,cane_molasses,{'weight': 1}
coconut,buttermilk,{'weight': 2}
coconut,olive_oil,{'weight': 1}
coconut,pumpkin,{'weight': 2}
coconut,cayenne,{'weight': 1}
coconut,garlic,{'weight': 1}
cinnamon,fenugreek,{'weight': 2}
cinnamon,macadamia_nut,{'weight': 3}
cinnamon,vinegar,{'weight': 2}
cinnamon,cabbage,{'weight': 1}
cinnamon,cream,{'weight': 2}
cinnamon,garlic,{'weight': 1}
cinnamon,pumpkin,{'weight': 1}
cinnamon,ham,{'weight': 2}
cinnamon,leek,{'weight': 2}
cane_molasses,parmesan_cheese,{'weight': 1}
cane_molasses,butter,{'weight': 1}
vinegar,cayenne,{'weight': 1}
vinegar,coriander,{'weight': 1}
vinegar,macadamia_nut,{'weight': 1}
vinegar,garlic,{'weight': 1}
vinegar,olive_oil,{'weight': 1}
vinegar,pumpkin,{'weight': 2}
vinegar,soy_sauce,{'weight': 1}
vinegar,pepper,{'weight': 1}
vinegar,black_pepper,{'weight': 1}
vinegar,buttermilk,{'weight': 1}
fenugreek,vanilla,{'weight': 3}
fenugreek,leek,{'weight': 1}
fenugreek,pineapple,{'weight': 3}
fenugreek,macadamia_nut,{'weight': 1}
fenugreek,thyme,{'weight': 1}
fenugreek,nutmeg,{'weight': 1}
fenugreek,cabbage,{'weight': 1}
fenugreek,garlic,{'weight': 1}
fenugreek,onion,{'weight': 2}
fenugreek,ham,{'weight': 3}
fenugreek,cream,{'weight': 1}
fenugreek,coriander,{'weight': 2}
corn,pepper,{'weight': 3}
corn,black_pepper,{'weight': 3}
corn,cayenne,{'weight': 3}
corn,turmeric,{'weight': 2}
corn,garlic,{'weight': 3}
wheat,butter,{'weight': 1}
wheat,cheese,{'weight': 1}
wheat,mushroom,{'weight': 1}
wheat,cabbage,{'weight': 1}
wheat,shiitake,{'weight': 1}
wheat,rice,{'weight': 1}
wheat,ham,{'weight': 2}
wheat,porcini,{'weight': 1}
wheat,cream,{'weight': 1}
leek,olive_oil,{'weight': 2}
leek,scallion,{'weight': 3}
leek,nutmeg,{'weight': 1}
coriander,pumpkin,{'weight': 1}
coriander,cabbage,{'weight': 3}
coriander,lard,{'weight': 1}
coriander,garlic,{'weight': 2}
coriander,onion,{'weight': 1}
mushroom,turmeric,{'weight': 1}
mushroom,soy_sauce,{'weight': 2}
mushroom,buttermilk,{'weight': 3}
mushroom,olive_oil,{'weight': 1}
porcini,turmeric,{'weight': 1}
porcini,olive_oil,{'weight': 1}
porcini,soy_sauce,{'weight': 2}
porcini,buttermilk,{'weight': 3}
pepper,tamarind,{'weight': 5}
pepper,garlic,{'weight': 1}
pepper,ham,{'weight': 1}
pepper,bay,{'weight': 1}
pepper,chicken,{'weight': 3}
pepper,cream,{'weight': 1}
pepper,macadamia_nut,{'weight': 1}
bay,cayenne,{'weight': 1}
bay,nutmeg,{'weight': 1}
bay,black_pepper,{'weight': 1}
ginger,pumpkin,{'weight': 4}
ginger,olive_oil,{'weight': 1}
ginger,garlic,{'weight': 2}
cheese,nutmeg,{'weight': 3}
cheese,turmeric,{'weight': 2}
cheese,olive_oil,{'weight': 2}
cheese,soy_sauce,{'weight': 1}
olive_oil,onion,{'weight': 2}
olive_oil,shiitake,{'weight': 1}
olive_oil,pineapple,{'weight': 1}
olive_oil,apple,{'weight': 2}
olive_oil,butter,{'weight': 1}
olive_oil,parmesan_cheese,{'weight': 2}
olive_oil,chicken,{'weight': 2}
olive_oil,ham,{'weight': 1}
olive_oil,cabbage,{'weight': 1}
vanilla,turmeric,{'weight': 1}
vanilla,pumpkin,{'weight': 2}
vanilla,cabbage,{'weight': 2}
vanilla,buttermilk,{'weight': 2}
pineapple,garlic,{'weight': 3}
pineapple,buttermilk,{'weight': 2}
pineapple,pumpkin,{'weight': 3}
pineapple,soy_sauce,{'weight': 2}
pineapple,turmeric,{'weight': 2}
buttermilk,onion,{'weight': 3}
buttermilk,thyme,{'weight': 1}
buttermilk,pumpkin,{'weight': 1}
buttermilk,apple,{'weight': 2}
buttermilk,garlic,{'weight': 1}
buttermilk,butter,{'weight': 3}
buttermilk,mung_bean,{'weight': 3}
buttermilk,shiitake,{'weight': 3}
buttermilk,ham,{'weight': 3}
buttermilk,cabbage,{'weight': 2}
buttermilk,macadamia_nut,{'weight': 1}
butter,turmeric,{'weight': 1}
butter,soy_sauce,{'weight': 1}
butter,chicken_broth,{'weight': 1}
apple,pumpkin,{'weight': 3}
apple,garlic,{'weight': 2}
